From,To,Weight
Stephane.Drapeau,donald.smith,3
Stephane.Drapeau,mike.milinkovich,1
Stephane.Drapeau,oisin.hurley,1
Stephane.Drapeau,vincent.zurczak,3
Stephane.Drapeau,wayne,2
Steve_Northover,gercan,2
Szymon.Brandys,Boris_Bokowski,14
Szymon.Brandys,John_Arthorne,2
Szymon.Brandys,Kevin_McGuire,2
Szymon.Brandys,Michael_Rennie,1
Szymon.Brandys,Michael_Valenta,7
Szymon.Brandys,Mike_Wilson,20
Szymon.Brandys,Olivier_Thomann,2
Szymon.Brandys,Stefan.Liebig,1
Szymon.Brandys,aaaa,0
Szymon.Brandys,alexander.gurov,1
Szymon.Brandys,aniefer,5
Szymon.Brandys,anthonyh,1
Szymon.Brandys,antoine,1
Szymon.Brandys,caniszczyk,7
Szymon.Brandys,christian.halstrick,1
Szymon.Brandys,daniel_megert,11
Szymon.Brandys,francisu,2
Szymon.Brandys,hmalphettes,1
Szymon.Brandys,igor.burilo,1
Szymon.Brandys,jamesblackburn,1
Szymon.Brandys,jeff,1
Szymon.Brandys,ken_walker,1
Szymon.Brandys,markus_keller,5
Szymon.Brandys,matthias.sohn,2
Szymon.Brandys,pwebster,7
Szymon.Brandys,recoskie,2
Szymon.Brandys,serge,53
Szymon.Brandys,spearce,1
Szymon.Brandys,stepper,1
Szymon.Brandys,szymon.ptaszkiewicz,19
Szymon.Brandys,thomas,1
Vikas.Chandra,aaaa,0
Vikas.Chandra,daniel_megert,1
Vikas.Chandra,dzonekl,1
Vikas.Chandra,markus_keller,2
a.demelt,dieter,3
a.demelt,ekke,1
a.demelt,karsten.thoms,1
a.demelt,peter.friese,1
a.demelt,sven.efftinge,2
aaaa,Achim.Loerke,0
aaaa,Andreas.Weber,0
aaaa,Boris_Bokowski,0
aaaa,Curtis_Windatt,0
aaaa,Darin_Swanson,0
aaaa,Darin_Wright,0
aaaa,Frank,0
aaaa,Heiko.Behrens,0
aaaa,John_Arthorne,0
aaaa,John_Duimovich,0
aaaa,Kenn.Hussey,0
aaaa,Kevin_McGuire,0
aaaa,Markus.Tiede,0
aaaa,Michael.Scharf,0
aaaa,Michael_Rennie,0
aaaa,Michael_Valenta,0
aaaa,Mike_Wilson,0
aaaa,Olivier_Thomann,0
aaaa,Sebastian.Zarnekow,0
aaaa,Silenio_Quarti,0
aaaa,Sonia_Dimitrov,0
aaaa,Stefan.Liebig,0
aaaa,Stephane.Drapeau,0
aaaa,Steve_Northover,0
aaaa,Szymon.Brandys,0
aaaa,Vikas.Chandra,0
aaaa,a.demelt,0
aaaa,aboyko,0
aaaa,adam,0
aaaa,adolfosbh,0
aaaa,adrian,0
aaaa,adrian.mos,0
aaaa,akurtako,0
aaaa,akurtakov,0
aaaa,alex,0
aaaa,alex.blewitt,0
aaaa,alex.lagarde,0
aaaa,alex.panchenko,0
aaaa,alexander,0
aaaa,alexander.gurov,0
aaaa,alexmonthy,0
aaaa,alvsan09,0
aaaa,amuino,0
aaaa,anders,0
aaaa,andreas.mihm,0
aaaa,andreas.schank,0
aaaa,andrei.ilitchev,0
aaaa,andrei.shakirin,0
aaaa,andrew,0
aaaa,andrew.clement,0
aaaa,andrew.ross,0
aaaa,andrew_johnson,0
aaaa,andrey,0
aaaa,angelo.zerr,0
aaaa,aniefer,0
aaaa,anithra,0
aaaa,anne.jacko,0
aaaa,anthonyh,0
aaaa,antoine,0
aaaa,arunkumar.thondapu,0
aaaa,arvera,0
aaaa,aurelien.pupier,0
aaaa,balask,0
aaaa,bbrodt,0
aaaa,benjamin,0
aaaa,benjamin.muskalla,0
aaaa,benoit.langlois,0
aaaa,beth,0
aaaa,bettini,0
aaaa,bfitzpat,0
aaaa,bhunt,0
aaaa,bjiang,0
aaaa,bmacisaa,0
aaaa,bob,0
aaaa,bokowski,0
aaaa,boris,0
aaaa,bork,0
aaaa,borlander,0
aaaa,bpayton,0
aaaa,brad,0
aaaa,brian.fitzpatrick,0
aaaa,brian.vosburgh,0
aaaa,briandealwis,0
aaaa,bsd,0
aaaa,c.keimel,0
aaaa,c.knobloch,0
aaaa,cameron.bateman,0
aaaa,camille.letavernier,0
aaaa,caniszczyk,0
aaaa,carm,0
aaaa,carsten.pfeiffer,0
aaaa,cbridgha,0
aaaa,ccc,0
aaaa,cdamus,0
aaaa,cdtdoug,0
aaaa,cedric.brun,0
aaaa,cedric.notot,0
aaaa,chanskw,0
aaaa,chris,0
aaaa,chris.guindon,0
aaaa,christian.campo,0
aaaa,christian.dietrich,0
aaaa,christian.georgi,0
aaaa,christian.halstrick,0
aaaa,christian.pontesegger,0
aaaa,christian.saad,0
aaaa,christopher.delahunt,0
aaaa,clayberg,0
aaaa,codingkriggs,0
aaaa,contact,0
aaaa,cvgaviao,0
aaaa,d_a_carver,0
aaaa,dalexiev,0
aaaa,daniel.megert,0
aaaa,daniel.stucky,0
aaaa,daniel_megert,0
aaaa,danijoh2,0
aaaa,darin.eclipse,0
aaaa,dave,0
aaaa,david.green,0
aaaa,david.minsky,0
aaaa,david.sciamma,0
aaaa,david_williams,0
aaaa,davidmichaelkarr,0
aaaa,dcarlson,0
aaaa,dejan,0
aaaa,denis.roy,0
aaaa,dennis.huebner,0
aaaa,dev,0
aaaa,dgreen99,0
aaaa,dieter,0
aaaa,dietisheim,0
aaaa,digulla,0
aaaa,dinko.ivanov,0
aaaa,dirk,0
aaaa,dirk.fauth,0
aaaa,djo,0
aaaa,dkeysell,0
aaaa,dmitry,0
aaaa,donald.g.dunne,0
aaaa,donald.smith,0
aaaa,douglas.clarke,0
aaaa,dschaefe,0
aaaa,dschaefer,0
aaaa,dsp,0
aaaa,dwootton,0
aaaa,dzonekl,0
aaaa,ebaron,0
aaaa,eclipse,0
aaaa,eclipse.sprigogin,0
aaaa,ed,0
aaaa,edgar.m.mueller,0
aaaa,edsonrichter,0
aaaa,ekke,0
aaaa,elaskavaia.cdt,0
aaaa,elena.nayashkova,0
aaaa,elharo,0
aaaa,elias,0
aaaa,email,0
aaaa,emil.crumhorn,0
aaaa,emo,0
aaaa,emoffatt,0
aaaa,emueller,0
aaaa,erdal.karaca.de,0
aaaa,erdillon,0
aaaa,eric.gwin,0
aaaa,ericc,0
aaaa,esp1,0
aaaa,etienne.juliot,0
aaaa,eugene.tarassov,0
aaaa,eyuen,0
aaaa,fabiofz,0
aaaa,fbricon,0
aaaa,federico.ciccozzi,0
aaaa,fiedler.mf,0
aaaa,florian,0
aaaa,foxm,0
aaaa,francisu,0
aaaa,frederic.jouault,0
aaaa,fsteeg,0
aaaa,fwaibel,0
aaaa,fyaoxy,0
aaaa,g.watson,0
aaaa,gabipetrovay,0
aaaa,gandhi.mukul,0
aaaa,gercan,0
aaaa,gian.maria.romanato,0
aaaa,give.a.damus,0
aaaa,glongman,0
aaaa,gm.romanato,0
aaaa,gnormington,0
aaaa,golubev,0
aaaa,gorkem.ercan,0
aaaa,goulwen.lefur,0
aaaa,greg,0
aaaa,gregory.amerson,0
aaaa,gregw,0
aaaa,gunnar,0
aaaa,guy.g,0
aaaa,guy.pelletier,0
aaaa,hal,0
aaaa,hargrave,0
aaaa,henrik.lindberg,0
aaaa,henshin.stj,0
aaaa,hheitkoetter,0
aaaa,hmalphettes,0
aaaa,hoffmann,0
aaaa,holger.oehm,0
aaaa,hrr,0
aaaa,hskolwal,0
aaaa,hstaudacher,0
aaaa,hugo.bruneliere,0
aaaa,ian,0
aaaa,ian.skerrett,0
aaaa,ian.trimble,0
aaaa,idydieng,0
aaaa,ifedorenko,0
aaaa,igor,0
aaaa,igor.burilo,0
aaaa,info,0
aaaa,irbull,0
aaaa,ivan,0
aaaa,ivan.inozemtsev,0
aaaa,jackfong,0
aaaa,james,0
aaaa,jamsden,0
aaaa,jan,0
aaaa,jan.koehnlein,0
aaaa,jan.sievers,0
aaaa,janb,0
aaaa,janet.campbell,0
aaaa,jarthana,0
aaaa,jason,0
aaaa,javabrett,0
aaaa,jbruck,0
aaaa,jdearden,0
aaaa,jean.barata,0
aaaa,jeandersonbc,0
aaaa,jeff,0
aaaa,jeffdouglas,0
aaaa,jeffreyoverbey,0
aaaa,jeremy.lindop,0
aaaa,jesper,0
aaaa,jesse,0
aaaa,jesse.mcconnell,0
aaaa,jfaltermeier,0
aaaa,jgarms,0
aaaa,jgraham,0
aaaa,jhkauf,0
aaaa,jim.wright,0
aaaa,jjensen,0
aaaa,jjohnstn,0
aaaa,jkrause,0
aaaa,jo.hiller,0
aaaa,joakim,0
aaaa,jochen.wiedmann,0
aaaa,joerg,0
aaaa,joerg.reichert,0
aaaa,john,0
aaaa,jonathan.musset,0
aaaa,joshua,0
aaaa,jruehlin,0
aaaa,jspadea,0
aaaa,judyvdouglas,0
aaaa,juergen.markus.haug,0
aaaa,juergen.schumacher,0
aaaa,julien,0
aaaa,justin,0
aaaa,jwoo,0
aaaa,k.schmidt,0
aaaa,kai,0
aaaa,kaloyan.r,0
aaaa,kaloyan.raev,0
aaaa,karl.matthias,0
aaaa,karsten.thoms,0
aaaa,kchong,0
aaaa,kdevolder,0
aaaa,keithc,0
aaaa,ken,0
aaaa,ken_walker,0
aaaa,kenn.hussey,0
aaaa,kenneth.westelinck,0
aaaa,kevin.grigorenko,0
aaaa,khu,0
aaaa,khussey,0
aaaa,kitlo,0
aaaa,kleung,0
aaaa,konstantin.komissarchik,0
aaaa,kopp.dev,0
aaaa,kpqb38,0
aaaa,kristian.duske,0
aaaa,krum.tsvetkov,0
aaaa,ksebasti,0
aaaa,kutter,0
aaaa,l.kirchev,0
aaaa,lars.sonchocky-helldorf,0
aaaa,lars.vogel,0
aaaa,lasher,0
aaaa,laurent.goubet,0
aaaa,leberre,0
aaaa,ledunnel,0
aaaa,linuxhippy,0
aaaa,lippert,0
aaaa,lj,0
aaaa,lorenzo.bettini,0
aaaa,loskutov,0
aaaa,lothar,0
aaaa,loulloudes.n,0
aaaa,lufimtse,0
aaaa,luis,0
aaaa,lzhu,0
aaaa,mail,0
aaaa,malaperle,0
aaaa,manderse,0
aaaa,marc-andre.laperle,0
aaaa,marc.dutoo,0
aaaa,marc.khouzam,0
aaaa,marcel.bruch,0
aaaa,marcus,0
aaaa,mariot.chauvin,0
aaaa,markus.sabadello,0
aaaa,markus_keller,0
aaaa,mary,0
aaaa,matthew,0
aaaa,matthew.khouzam,0
aaaa,matthias,0
aaaa,matthias.sohn,0
aaaa,matthias.wienand,0
aaaa,mauersberger,0
aaaa,mauromol,0
aaaa,max.andersen,0
aaaa,maxime_daniel,0
aaaa,maximilian,0
aaaa,mbehm,0
aaaa,me,0
aaaa,merks,0
aaaa,mheitz,0
aaaa,michael,0
aaaa,michael.keith,0
aaaa,michael.ochmann,0
aaaa,michal.n,0
aaaa,mickael.adam,0
aaaa,mik,0
aaaa,mikael,0
aaaa,mikael.petterson,0
aaaa,mike,0
aaaa,mike.milinkovich,0
aaaa,mikhailkhod,0
aaaa,miles.daffin,0
aaaa,milesg78,0
aaaa,milesparker,0
aaaa,misc,0
aaaa,mistria,0
aaaa,mkhv73,0
aaaa,mknauer,0
aaaa,mkoegel,0
aaaa,mlippert,0
aaaa,moritz.eysholdt,0
aaaa,mpiggott,0
aaaa,mqualizza,0
aaaa,mtaal,0
aaaa,mukul.gandhi,0
aaaa,mvaawl,0
aaaa,mwhitlock,0
aaaa,naci.dai,0
aaaa,nathalie.lepine,0
aaaa,nathan,0
aaaa,navid.mehregani,0
aaaa,nbros,0
aaaa,neil.hauge,0
aaaa,neufeld.eugen,0
aaaa,news,0
aaaa,nickboldt,0
aaaa,nitind,0
aaaa,njbartlett,0
aaaa,nyoescape,0
aaaa,oisin.hurley,0
aaaa,olibralo,0
aaaa,oliver,0
aaaa,oliver.wolf,0
aaaa,onno.van.der.straaten,0
aaaa,overholt,0
aaaa,p_r_moreira,0
aaaa,paolo.ditommaso,0
aaaa,pascal,0
aaaa,patrick,0
aaaa,patrick.tasse,0
aaaa,paul,0
aaaa,paul.fullbright,0
aaaa,pawel.piech,0
aaaa,pbenedict,0
aaaa,pclenahan,0
aaaa,pelder,0
aaaa,peter,0
aaaa,peter.friese,0
aaaa,petya.sabeva,0
aaaa,phuff,0
aaaa,pierre-charles.david,0
aaaa,pierre.gaufillet,0
aaaa,pieter.humphrey,0
aaaa,piotr,0
aaaa,planger,0
aaaa,pmuldoon,0
aaaa,pnehrer,0
aaaa,ptrevithick,0
aaaa,pwebster,0
aaaa,pwissel,0
aaaa,rafsarifard,0
aaaa,raghunathan.srinivasan,0
aaaa,ralphgerbig,0
aaaa,raphael.faudou,0
aaaa,rcernich,0
aaaa,rcraddoc,0
aaaa,reckord,0
aaaa,recoskie,0
aaaa,rellermeyer,0
aaaa,remy.suen,0
aaaa,rgrunber,0
aaaa,richard,0
aaaa,richard.gronback,0
aaaa,rkrell,0
aaaa,robert,0
aaaa,robert.elves,0
aaaa,robert.munteanu,0
aaaa,robert.wetzold,0
aaaa,robert_gallagher,0
aaaa,roger,0
aaaa,rsanchez,0
aaaa,rsternberg,0
aaaa,ruediger.herrmann,0
aaaa,ryan.d.brooks,0
aaaa,sablin.andrey,0
aaaa,sam.davis,0
aaaa,sandipchitale,0
aaaa,sarika.sinha,0
aaaa,sasa.zivkov,0
aaaa,saurav.sarkar1,0
aaaa,sbernard,0
aaaa,scela,0
aaaa,schtoo,0
aaaa,scott,0
aaaa,sean.neeley,0
aaaa,sebastien.moran,0
aaaa,sedlund,0
aaaa,selic,0
aaaa,serge,0
aaaa,sharon.corbett,0
aaaa,shawn.minto,0
aaaa,sholars,0
aaaa,simon.scholz,0
aaaa,slewis,0
aaaa,slyakhov,0
aaaa,snorthov,0
aaaa,spearce,0
aaaa,spriet,0
aaaa,sravankumarl,0
aaaa,sspeiche,0
aaaa,st.oehme,0
aaaa,steeg,0
aaaa,stefan.dimov,0
aaaa,steffen.pingel,0
aaaa,stephan,0
aaaa,stephan.herrmann,0
aaaa,stephane.begaudeau,0
aaaa,stephane.thibaudeau,0
aaaa,stephaneberle9,0
aaaa,stepper,0
aaaa,stevemash,0
aaaa,stjerman,0
aaaa,support,0
aaaa,sven,0
aaaa,sven.efftinge,0
aaaa,sxenos,0
aaaa,szymon.ptaszkiewicz,0
aaaa,tcarroll,0
aaaa,tclick,0
aaaa,tdesous,0
aaaa,tdramsey,0
aaaa,tfmorris,0
aaaa,thanh.ha,0
aaaa,thanson,0
aaaa,thomas,0
aaaa,thorsten,0
aaaa,tibbitts,0
aaaa,tikhomirov.artem,0
aaaa,tjwatson,0
aaaa,tmenzel,0
aaaa,tom.schindl,0
aaaa,tomasz.zarna,0
aaaa,torkildr,0
aaaa,tparker,0
aaaa,tracy,0
aaaa,tristan.faure,0
aaaa,ttakamiy,0
aaaa,twagner,0
aaaa,tww,0
aaaa,vano,0
aaaa,villard,0
aaaa,vincent.hemery,0
aaaa,vincent.lorenzo,0
aaaa,vincent.zurczak,0
aaaa,vincenzo.caselli,0
aaaa,vineet,0
aaaa,vladdu55,0
aaaa,vladislav.iliev,0
aaaa,vrubezhny,0
aaaa,walkraft,0
aaaa,wayne,0
aaaa,webmaster,0
aaaa,werner.keil,0
aaaa,wharley,0
aaaa,whe,0
aaaa,william.piers,0
aaaa,wim.jongman,0
aaaa,winston.prakash,0
aaaa,wli,0
aaaa,wmg040,0
aaaa,wspear,0
aaaa,wyan,0
aaaa,xavier.raynaud,0
aaaa,xgu,0
aaaa,yjiang,0
aaaa,ymnk,0
aaaa,yves.yang,0
aaaa,zakhav,0
aaaa,zeratul976,0
aaaa,zqian,0
aaaa,zsolt.beothy-elo,0
aaaa,zulus,0
aaaa,zx,0
aboyko,Mike_Wilson,1
aboyko,aaaa,0
aboyko,anthonyh,19
aboyko,jbruck,3
aboyko,merks,3
aclement,aaaa,0
aclement,aclement,1
aclement,andrew,29
aclement,andrew.clement,584
aclement,clayberg,1
aclement,dave,2
aclement,david_williams,1
aclement,jesse,1
aclement,lippert,1
aclement,matthew,1
aclement,yoav_,1
adam,andrew.clement,2
adolfosbh,aaaa,0
adolfosbh,adolfosbh,98
adolfosbh,david_williams,1
adolfosbh,eclipse,4
adolfosbh,ed,55
adolfosbh,jan.sievers,1
adolfosbh,kenn.hussey,3
adolfosbh,laurent.goubet,3
adolfosbh,milesparker,1
adolfosbh,nickboldt,1
adrian,denis.roy,2
adrian,webmaster,1
adrian.mos,aaaa,0
adrian.mos,adrian.mos,2
