From,To,Weight
aaaa,jim.wright,2
aaaa,jjensen,1
aaaa,jo.hiller,21
aaaa,joakim,25
aaaa,jochen.wiedmann,1
aaaa,joerg,7
aaaa,john,2
aaaa,joshua,1
aaaa,jruehlin,7
aaaa,judyvdouglas,4
aaaa,juergen.schumacher,4
aaaa,julien,1
aaaa,justin,9
aaaa,kai,43
aaaa,kaloyan.r,49
aaaa,kaloyan.raev,10
aaaa,karsten.thoms,1
aaaa,kchong,1
aaaa,kdevolder,2
aaaa,keithc,3
aaaa,ken,3
aaaa,kenn.hussey,9
aaaa,kenneth.westelinck,1
aaaa,kevin.grigorenko,3
aaaa,khu,2
aaaa,khussey,29
aaaa,kitlo,14
aaaa,konstantin.komissarchik,7
aaaa,kopp.dev,13
aaaa,kpqb38,15
aaaa,kristian.duske,2
aaaa,krum.tsvetkov,11
aaaa,l.kirchev,1
aaaa,lars.vogel,38
aaaa,lasher,1
aaaa,laurent.goubet,5
aaaa,lippert,4
aaaa,lorenzo.bettini,8
aaaa,loskutov,10
aaaa,loulloudes.n,4
aaaa,lufimtse,2
aaaa,luis,3
aaaa,mail,4
aaaa,manderse,10
aaaa,marc-andre.laperle,8
aaaa,marc.dutoo,8
aaaa,marc.khouzam,2
aaaa,marcel.bruch,13
aaaa,marcus,1
aaaa,mariot.chauvin,3
aaaa,markus_keller,6
aaaa,mary,2
aaaa,matthew,3
aaaa,matthew.khouzam,8
aaaa,matthias,4
aaaa,matthias.sohn,36
aaaa,matthias.wienand,3
aaaa,mauersberger,6
aaaa,mauromol,2
aaaa,maximilian,4
aaaa,me,19
aaaa,merks,15
aaaa,michael,28
aaaa,michael.ochmann,3
aaaa,michal.n,8
aaaa,mickael.adam,2
aaaa,mik,4
aaaa,mikael,2
aaaa,mikael.petterson,1
aaaa,mike,3
aaaa,mike.milinkovich,50
aaaa,milesg78,13
aaaa,milesparker,36
aaaa,misc,4
aaaa,mistria,68
aaaa,mkhv73,2
aaaa,mknauer,14
aaaa,mkoegel,4
aaaa,mlippert,68
aaaa,moritz.eysholdt,2
aaaa,mpiggott,7
aaaa,mtaal,1
aaaa,mukul.gandhi,1
aaaa,mwhitlock,1
aaaa,naci.dai,5
aaaa,nathalie.lepine,2
aaaa,navid.mehregani,8
aaaa,nbros,2
aaaa,neufeld.eugen,1
aaaa,nickboldt,11
aaaa,nitind,1
aaaa,njbartlett,1
aaaa,nyoescape,1
aaaa,oliver.wolf,1
aaaa,onno.van.der.straaten,18
aaaa,overholt,9
aaaa,p_r_moreira,12
aaaa,paolo.ditommaso,2
aaaa,pascal,23
aaaa,patrick.tasse,9
aaaa,paul,1
aaaa,pawel.piech,1
aaaa,peter,2
aaaa,peter.friese,3
aaaa,pierre-charles.david,6
aaaa,pieter.humphrey,1
aaaa,piotr,3
aaaa,planger,8
aaaa,ptrevithick,8
aaaa,pwebster,3
aaaa,pwissel,2
aaaa,rafsarifard,1
aaaa,raghunathan.srinivasan,7
aaaa,ralphgerbig,1
aaaa,raphael.faudou,4
aaaa,rcernich,2
aaaa,rcraddoc,5
aaaa,reckord,7
aaaa,rellermeyer,9
aaaa,remy.suen,2
aaaa,rgrunber,17
aaaa,rkrell,1
aaaa,robert.munteanu,9
aaaa,robert.wetzold,2
aaaa,roger,25
aaaa,rsanchez,2
aaaa,rsternberg,3
aaaa,sam.davis,25
aaaa,sandipchitale,3
aaaa,sarika.sinha,4
aaaa,saurav.sarkar1,1
aaaa,sbernard,5
aaaa,scela,1
aaaa,sebastien.moran,1
aaaa,sedlund,2
aaaa,selic,9
aaaa,serge,1
aaaa,sharon.corbett,1
aaaa,shawn.minto,1
aaaa,simon.scholz,2
aaaa,slewis,46
aaaa,slyakhov,2
aaaa,snorthov,7
aaaa,spearce,2
aaaa,spriet,3
aaaa,sravankumarl,2
aaaa,sspeiche,3
aaaa,steeg,2
aaaa,steffen.pingel,30
aaaa,stephan.herrmann,12
aaaa,stephane.begaudeau,5
aaaa,stephane.thibaudeau,2
aaaa,stephaneberle9,1
aaaa,stepper,11
aaaa,stjerman,2
aaaa,sven,4
aaaa,sven.efftinge,7
aaaa,sxenos,7
aaaa,szymon.ptaszkiewicz,3
aaaa,tclick,1
aaaa,thanh.ha,2
aaaa,thanson,1
aaaa,thomas,11
aaaa,thorsten,3
aaaa,tibbitts,5
aaaa,tikhomirov.artem,2
aaaa,tjwatson,5
aaaa,tmenzel,3
aaaa,tom.schindl,29
aaaa,tomasz.zarna,4
aaaa,torkildr,23
aaaa,tparker,2
aaaa,tracy,11
aaaa,tristan.faure,7
aaaa,tww,1
aaaa,villard,1
aaaa,vincent.zurczak,12
aaaa,vincenzo.caselli,1
aaaa,vladdu55,33
aaaa,vrubezhny,6
aaaa,walkraft,1
aaaa,wayne,30
aaaa,webmaster,27
aaaa,werner.keil,14
aaaa,wharley,6
aaaa,whe,1
aaaa,william.piers,7
aaaa,wim.jongman,12
aaaa,winston.prakash,36
aaaa,wli,2
aaaa,wmg040,17
aaaa,wspear,5
aaaa,xavier.raynaud,3
aaaa,xgu,2
aaaa,yjiang,1
aaaa,yves.yang,5
aaaa,zeratul976,6
aaaa,zqian,1
aaaa,zsolt.beothy-elo,3
aaaa,zulus,11
aaaa,zx,1
aboyko,Mike_Wilson,1
aboyko,aaaa,1
aclement,clayberg,1
aclement,david_williams,1
adam,andrew.clement,2
adolfosbh,aaaa,3
adolfosbh,ed,49
adolfosbh,jan.sievers,1
adolfosbh,kenn.hussey,3
adolfosbh,milesparker,1
adrian,denis.roy,2
adrian,webmaster,1
adrian.mos,andrea.zoppello,5
adrian.mos,bbrodt,8
adrian.mos,emo,1
adrian.mos,kopp.dev,7
adrian.mos,koppdev,1
adrian.mos,marc.dutoo,1
adrian.mos,mickael.istria,1
adrian.mos,steffen.pingel,1
akurtako,Mike_Wilson,1
akurtako,aaaa,6
akurtako,bernd.hufmann,1
akurtako,daniel_megert,5
akurtako,david_williams,2
akurtako,eclipse.sprigogin,1
akurtako,emo,2
akurtako,jjohnstn,1
akurtako,lars.vogel,2
akurtako,loskutov,2
akurtako,lothar,1
akurtako,lufimtse,1
akurtako,mistria,3
akurtako,mn,2
akurtako,nickboldt,1
akurtako,overholt,2
akurtako,pascal,1
akurtako,reckord,1
akurtako,sbernard,2
akurtako,sravankumarl,1
akurtako,tom.schindl,1
akurtako,werner.keil,1
akurtako,zulus,1
akurtakov,aaaa,5
akurtakov,alex.panchenko,2
akurtakov,kaloyan.r,8
akurtakov,michal.n,6
akurtakov,zulus,1
alcapcom,overholt,1
alex,aaaa,8
alex,jhkauf,3
alex,judyvdouglas,2
alex,mike.milinkovich,1
alex.blewitt,d_a_carver,1
alex.blewitt,denis.roy,2
alex.blewitt,digulla,4
alex.blewitt,ifedorenko,1
alex.blewitt,thanh.ha,1
alex.lagarde,aaaa,1
alex.panchenko,aaaa,1
alex.panchenko,akurtakov,2
alex.panchenko,kaloyan.r,4
alex.panchenko,michal.n,1
alex.panchenko,zulus,2
alexander,aaaa,7
alexander,andrew.clement,6
alexander,javabrett,1
alexander.gurov,aaaa,43
alexander.gurov,lars.sonchocky-helldorf,1
alexander.gurov,sean.neeley,1
alexander.igdalov,serg.boyko2011,1
alexmonthy,aaaa,1
alexmonthy,bernd.hufmann,2
alexmonthy,denis.roy,2
alexmonthy,dschaefer,2
alexmonthy,ed,1
alexmonthy,matthew.khouzam,1
alexmonthy,mike.milinkovich,3
alexmonthy,werner.keil,1
alvsan09,caniszczyk,3
alvsan09,emo,1
alvsan09,lmcbout,1
alvsan09,matthias.sohn,1
alvsan09,sam.davis,1
alvsan09,steffen.pingel,16
amuino,jmunoz,1
anders,aaaa,4
anders,igor,1
andrea.zoppello,adrian.mos,4
andrea.zoppello,bbrodt,1
andrea.zoppello,mickael.istria,1
andrea.zoppello,wayne,3
andrea.zoppello,zsolt.beothy-elo,1
andreas.mihm,aaaa,1
andreas.schank,Andreas.Weber,1
andreas.schank,aaaa,11
andrei.ilitchev,aaaa,7
andrei.shakirin,lautenbacher,4
andrew,aaaa,15
andrew,email,1
andrew,irbull,1
andrew,lippert,1
andrew,mirco.dotta,2
andrew,robert.elves,1
andrew,yoav_,1
andrew.clement,aaaa,49
andrew.clement,adam,2
andrew.clement,alexander,5
andrew.clement,email,1
andrew.clement,evanchsa,4
andrew.clement,mario,1
andrew.clement,mik,1
andrew.clement,stevemash,1
andrew.clement,yves.yang,1
andrew.ross,aaaa,6
andrew.ross,digulla,2
andrew.ross,gnormington,3
andrew.ross,ifedorenko,3
andrew.ross,jesse.mcconnell,2
andrew.ross,jkrause,1
andrew.ross,k.schmidt,1
andrew.ross,matthias.sohn,2
andrew.ross,pascal.rapicault,2
andrew_johnson,aaaa,3
andrew_johnson,kevin.grigorenko,2
andrey,marc.dutoo,1
andrey,yves.yang,1
angelo.bernabei,emo,1
angelo.zerr,Kevin_McGuire,1
angelo.zerr,aaaa,7
angelo.zerr,d_a_carver,3
angelo.zerr,emil.crumhorn,1
angelo.zerr,gorkem.ercan,2
angelo.zerr,hal,2
angelo.zerr,konstantin.komissarchik,1
angelo.zerr,mistria,3
angelo.zerr,tom.schindl,3
aniefer,d_a_carver,1
anithra,overholt,1
anithra,wayne,1
anne.jacko,d_a_carver,1
anne.jacko,ian.skerrett,2
anne.jacko,wayne,1
anthonyh,aaaa,2
anthonyh,aurelien.pupier,1
anthonyh,ed,1
anthonyh,g.watson,2
anthonyh,golubev,1
anthonyh,kenn.hussey,1
anthonyh,mickael.istria,3
anthonyh,mistria,2
anthonyh,nickboldt,2
anthonyh,pierre-charles.david,1
anthonyh,tikhomirov.artem,3
anthonyh,wayne,1
antoine,aaaa,2
antoine,ian.skerrett,1
antoine,kenn.hussey,1
antoine,marc.dutoo,1
antoine,mistria,3
antoine,oisin.hurley,1
antoine,reckord,1
antoine,richard.gronback,1
antoine,wayne,2
arunkumar.thondapu,aaaa,2
arvera,aaaa,1
aurelien.pupier,aaaa,4
aurelien.pupier,anthonyh,1
balask,aaaa,1
balask,eclipse,2
bbrodt,Stephane.Drapeau,1
bbrodt,aaaa,42
bbrodt,adrian.mos,5
bbrodt,andrea.zoppello,1
bbrodt,cvgaviao,11
bbrodt,emo,5
bbrodt,hheitkoetter,1
bbrodt,kopp.dev,1
bbrodt,lorenzo.bettini,3
bbrodt,marc.dutoo,2
bbrodt,mickael.istria,3
bbrodt,support,1
bbrodt,vincent.zurczak,2
benjamin,aaaa,36
benjamin,ian.skerrett,2
benjamin,kai,3
benjamin,rellermeyer,1
benjamin,remy.suen,1
benjamin.muskalla,steffen.pingel,3
benjamin.muskalla,torkildr,2
benjamin.schwertfeger,eclipse,1
benoit.langlois,aaaa,3
bernd.hufmann,akurtako,1
bernd.hufmann,alexmonthy,2
bernd.hufmann,marc-andre.laperle,2
bernd.hufmann,matthew.khouzam,4
bernd.hufmann,tracy,1
beth,aaaa,2
bettini,aaaa,2
bettini,jconlon,2
bettini,thomas,1
beyhan,hstaudacher,5
beyhan.veliev,hstaudacher,1
bfitzpat,aaaa,5
bfitzpat,bpayton,3
bfitzpat,harshana05,1
bfitzpat,ledunnel,1
bfitzpat,lj,1
bhunt,aaaa,1
bjiang,mike.milinkovich,1
bmacisaa,aaaa,3
bmacisaa,bob,1
bob,bmacisaa,2
bokowski,aaaa,1
boris,aaaa,1
bork,aaaa,3
bork,steffen.pingel,3
borlander,Kenn.Hussey,7
borlander,aaaa,2
bpayton,aaaa,14
bpayton,bfitzpat,4
bpayton,brian.fitzpatrick,1
bpayton,caniszczyk,1
bpayton,ccc,1
bpayton,konstantin.komissarchik,8
bpayton,manderse,2
bpayton,rafsarifard,3
bpayton,wayne,2
bpayton,wyan,1
bpayton,xgu,3
brad,aaaa,3
brian.fitzpatrick,aaaa,3
brian.fitzpatrick,bpayton,1
brian.fitzpatrick,hskolwal,2
brian.fitzpatrick,jackfong,1
brian.fitzpatrick,jgraham,1
brian.fitzpatrick,lzhu,1
brian.fitzpatrick,stefan.dimov,1
brian.vosburgh,aaaa,1
brian.vosburgh,nan.n.li,1
brian.vosburgh,petya.sabeva,3
briandealwis,aaaa,4
briandealwis,daniel_megert,4
briandealwis,david_williams,2
briandealwis,dschaefer,2
briandealwis,fabiofz,1
briandealwis,gunnar,4
briandealwis,lars.vogel,2
briandealwis,mistria,9
briandealwis,mlippert,2
briandealwis,pascal,2
briandealwis,scela,1
britta.varwig,elena.nayashkova,1
britta.varwig,jo.hiller,5
britta.varwig,michael.ochmann,7
britta.varwig,robert.wetzold,3
bruno.do.medeiros,dschaefer,1
bruno.do.medeiros,mistria,6
bsd,kopp.dev,2
c.keimel,aaaa,1
c.keimel,slewis,4
c.knobloch,g.watson,3
cabernal,daniel_megert,1
cameron.bateman,aaaa,2
camille.letavernier,ed,1
caniszczyk,aaaa,2
caniszczyk,alvsan09,2
caniszczyk,bpayton,2
caniszczyk,denis.roy,1
caniszczyk,florian,2
caniszczyk,gunnar,7
caniszczyk,matthias.sohn,1
caniszczyk,mickael.istria,2
caniszczyk,mik,5
caniszczyk,mike.milinkovich,1
caniszczyk,pwebster,1
caniszczyk,rcraddoc,2
caniszczyk,robert.wetzold,4
caniszczyk,sam.davis,2
caniszczyk,steffen.pingel,7
caniszczyk,stephan,1
caniszczyk,thomas,1
caniszczyk,tjwatson,2
caniszczyk,wayne,1
caniszczyk,wim.jongman,1
carlos,holger.oehm,2
carm,aaaa,2
carsten.pfeiffer,aaaa,2
carsten.pfeiffer,lars.vogel,1
carsten.pfeiffer,richard,1
carsten.pfeiffer,ttakamiy,1
cbridgha,ccc,1
cbridgha,mknauer,8
cbridgha,naci.dai,1
cbridgha,raghunathan.srinivasan,1
cbridgha,vrubezhny,2
ccc,aaaa,3
ccc,bpayton,1
ccc,cbridgha,1
ccc,gorkem.ercan,1
ccc,ian.skerrett,1
ccc,kaloyan.r,1
ccc,konstantin.komissarchik,4
ccc,neil.hauge,1
ccc,reckord,3
ccc,vrubezhny,1
ccc,wayne,1
cdamus,jbruck,1
cdtdoug,aaaa,17
cdtdoug,d_a_carver,2
cdtdoug,dalexiev,1
cdtdoug,david_williams,1
cdtdoug,kaloyan.r,3
cdtdoug,kpqb38,1
cdtdoug,mkhv73,2
cdtdoug,webmaster,1
cdtdoug,wmg040,1
cedric.brun,aaaa,5
cedric.brun,ed,2
cedric.brun,emo,1
cedric.brun,fsteeg,1
cedric.brun,golubev,3
cedric.brun,gunnar,1
cedric.brun,jonathan.musset,1
cedric.brun,laurent.goubet,2
cedric.brun,laurent.redor,1
cedric.brun,mknauer,9
cedric.brun,pelder,2
cedric.brun,peter.friese,1
cedric.brun,pierre.gaufillet,2
cedric.brun,sven.efftinge,2
cedric.brun,tikhomirov.artem,3
cedric.brun,wayne,2
cedric.brun,wim.jongman,2
cedric.notot,aaaa,13
cedric.notot,etienne.juliot,1
cfrost,gunnar,1
chanskw,darin.eclipse,1
chanskw,markus_keller,1
chris,aaaa,11
chris,jesse.mcconnell,1
chris,lars.vogel,1
chris,matthias.sohn,2
chris,tomasz.zarna,3
chris.guindon,aaaa,2
chris.guindon,emo,5
chris.guindon,ian.skerrett,1
chris.guindon,konstantin.komissarchik,4
chris.guindon,mistria,2
chris.guindon,reckord,1
chris.guindon,zx,1
christian.campo,denis.roy,1
christian.campo,manderse,1
christian.campo,mistria,1
christian.campo,sasa.zivkov,1
christian.campo,werner.keil,1
christian.dietrich,aaaa,7
christian.dietrich,dennis.huebner,1
christian.dietrich,jan.koehnlein,1
christian.dietrich,sven,1
christian.dietrich,sven.efftinge,1
christian.georgi,daniel_megert,2
christian.halstrick,aaaa,2
christian.halstrick,laurent.delaigue,1
christian.halstrick,matthias.sohn,1
christian.pontesegger,aaaa,25
christian.pontesegger,daniel_megert,1
christian.pontesegger,eclipse,2
christian.pontesegger,jarthana,3
christian.pontesegger,lars.vogel,1
christian.pontesegger,marcel.bruch,1
christian.pontesegger,matthias.sohn,1
christian.pontesegger,mistria,3
christian.pontesegger,sarika.sinha,1
christian.pontesegger,stephan.herrmann,1
christian.pontesegger,stepper,1
christian.pontesegger,wim.jongman,1
christian.saad,aaaa,6
christian.saad,lautenbacher,1
christian.saad,marc.dutoo,15
christopher.delahunt,aaaa,1
christopher.delahunt,mauromol,6
clayberg,aaaa,2
clayberg,aclement,1
clayberg,david_williams,5
clayberg,dschaefer,1
clayberg,lars.vogel,4
clayberg,wim.jongman,2
cmordant1,jan.sievers,2
codingkriggs,aaaa,1
cole,sarika.sinha,1
contact,aaaa,15
contact,zakhav,1
cvgaviao,aaaa,14
cvgaviao,bbrodt,14
cvgaviao,jo.hiller,2
cvgaviao,rellermeyer,2
cvgaviao,steffen.pingel,1
d_a_carver,aaaa,6
d_a_carver,alex.blewitt,1
d_a_carver,angelo.zerr,4
d_a_carver,aniefer,1
d_a_carver,anne.jacko,1
d_a_carver,cdtdoug,3
d_a_carver,david_williams,4
d_a_carver,florian,1
d_a_carver,gabipetrovay,4
d_a_carver,ifedorenko,1
d_a_carver,info,2
d_a_carver,jesper,4
d_a_carver,kaloyan.r,5
d_a_carver,kaloyan.raev,1
d_a_carver,mheitz,1
d_a_carver,mukul.gandhi,11
d_a_carver,paul.fullbright,1
d_a_carver,pwebster,1
d_a_carver,villard,1
d_a_carver,wayne,2
dalexiev,Michael_Rennie,1
dalexiev,cdtdoug,1
dalexiev,sarika.sinha,3
dalexiev,teodor.madan,2
daniel.megert,pascal,1
daniel.stucky,Andreas.Weber,2
daniel.stucky,aaaa,1
daniel_megert,Vikas.Chandra,1
daniel_megert,aaaa,50
daniel_megert,akurtako,4
daniel_megert,briandealwis,3
daniel_megert,cabernal,2
daniel_megert,christian.georgi,1
daniel_megert,christian.pontesegger,1
daniel_megert,david_williams,1
daniel_megert,denis.roy,1
daniel_megert,dirk.fauth,3
daniel_megert,dschaefer,2
daniel_megert,eclipse.sprigogin,2
daniel_megert,ed,4
daniel_megert,emo,1
daniel_megert,fabiofz,3
daniel_megert,gunnar,4
daniel_megert,jarthana,1
daniel_megert,lars.vogel,20
daniel_megert,loskutov,9
daniel_megert,manderse,6
daniel_megert,marc-andre.laperle,3
daniel_megert,markus_keller,3
daniel_megert,matthias.sohn,1
daniel_megert,mikael,4
daniel_megert,mike.milinkovich,1
daniel_megert,mistria,14
daniel_megert,mlippert,3
daniel_megert,mn,1
daniel_megert,pascal,3
daniel_megert,sarika.sinha,1
daniel_megert,sptaszkiewicz,2
daniel_megert,stephan.herrmann,4
daniel_megert,stepper,2
daniel_megert,sxenos,8
daniel_megert,tdesous,1
daniel_megert,tjwatson,1
daniel_megert,tom.schindl,6
daniel_megert,wayne,5
daniel_megert,wim.jongman,4
daniel_megert,zulus,2
danijoh2,aaaa,1
danijoh2,igor,2
danijoh2,jan.sievers,4
darin.eclipse,Darin_Swanson,1
darin.eclipse,chanskw,1
darius.jockel,sven.efftinge,4
dave,stephane.begaudeau,2
david.green,aaaa,7
david.green,dev,17
david.green,eclipse,1
david.green,gunnar,4
david.green,lars.vogel,2
david.green,lufimtse,1
david.green,sam.davis,13
david.green,steffen.pingel,7
david.green,sw,1
david.green,torkildr,7
david.minsky,aaaa,2
david.sciamma,sebastien.moran,1
david_williams,aaaa,18
david_williams,aclement,1
david_williams,akurtako,2
david_williams,briandealwis,1
david_williams,cdtdoug,6
david_williams,clayberg,3
david_williams,d_a_carver,4
david_williams,daniel_megert,1
david_williams,dirk.fauth,1
david_williams,dschaefer,2
david_williams,emo,1
david_williams,florian,2
david_williams,g.watson,6
david_williams,gabipetrovay,1
david_williams,gorkem.ercan,1
david_williams,gunnar,3
david_williams,info,2
david_williams,jan.sievers,4
david_williams,jesper,4
david_williams,jesse.mcconnell,1
david_williams,kaloyan.raev,1
david_williams,konstantin.komissarchik,1
