From,To,Weight
Michael_Rennie,zx,1
Michael_Valenta,Boris_Bokowski,26
Michael_Valenta,Darin_Swanson,3
Michael_Valenta,Darin_Wright,5
Michael_Valenta,John_Arthorne,11
Michael_Valenta,Kevin_McGuire,38
Michael_Valenta,Michael_Rennie,2
Michael_Valenta,Michael_Valenta,189
Michael_Valenta,Mike_Wilson,22
Michael_Valenta,Olivier_Thomann,9
Michael_Valenta,Silenio_Quarti,1
Michael_Valenta,Steve_Northover,1
Michael_Valenta,Szymon.Brandys,12
Michael_Valenta,aaaa,1360
Michael_Valenta,alexander.gurov,3
Michael_Valenta,anthonyh,1
Michael_Valenta,daniel.megert,1
Michael_Valenta,daniel_megert,33
Michael_Valenta,david_williams,2
Michael_Valenta,dejan,2
Michael_Valenta,digulla,1
Michael_Valenta,eclipse,5
Michael_Valenta,emoffatt,9
Michael_Valenta,gunnar,1
Michael_Valenta,ian,2
Michael_Valenta,jeervin,1
Michael_Valenta,jeff,1
Michael_Valenta,joshua,1
Michael_Valenta,kitlo,2
Michael_Valenta,markus_keller,10
Michael_Valenta,mbehm,1
Michael_Valenta,overholt,1
Michael_Valenta,patrick,1
Michael_Valenta,pwebster,16
Michael_Valenta,scott,1
Michael_Valenta,sxenos,5
Michael_Valenta,tclick,1
Michael_Valenta,thomas,1
Michael_Valenta,tjwatson,1
Michael_Valenta,webmaster,2
Michael_Valenta,ymnk,24
Michael_Valenta,zx,1
Mike_Wilson,Boris_Bokowski,7
Mike_Wilson,Darin_Wright,2
Mike_Wilson,John_Arthorne,1
Mike_Wilson,Kevin_McGuire,4
Mike_Wilson,Michael_Valenta,4
Mike_Wilson,Mike_Wilson,40
Mike_Wilson,Olivier_Thomann,1
Mike_Wilson,Silenio_Quarti,107
Mike_Wilson,Steve_Northover,193
Mike_Wilson,Szymon.Brandys,1
Mike_Wilson,aaaa,739
Mike_Wilson,aniefer,1
Mike_Wilson,dejan,8
Mike_Wilson,emoffatt,2
Mike_Wilson,justin,1
Mike_Wilson,mike.milinkovich,1
Mike_Wilson,pwebster,4
Mike_Wilson,tjwatson,1
Mike_Wilson,webmaster,1
Olivier_Thomann,Boris_Bokowski,4
Olivier_Thomann,Darin_Swanson,2
Olivier_Thomann,Darin_Wright,102
Olivier_Thomann,Kevin_McGuire,2
Olivier_Thomann,Michael_Rennie,166
Olivier_Thomann,Michael_Valenta,2
Olivier_Thomann,Mike_Wilson,5
Olivier_Thomann,Olivier_Thomann,36
Olivier_Thomann,Szymon.Brandys,2
Olivier_Thomann,aaaa,2218
Olivier_Thomann,aniefer,12
Olivier_Thomann,caniszczyk,1
Olivier_Thomann,cdamus,1
Olivier_Thomann,daniel.megert,1
Olivier_Thomann,daniel_megert,36
Olivier_Thomann,darin.eclipse,1
Olivier_Thomann,david.green,1
Olivier_Thomann,eclipse,13
Olivier_Thomann,ian,3
Olivier_Thomann,jarthana,58
Olivier_Thomann,kitlo,2
Olivier_Thomann,leberre,2
Olivier_Thomann,loskutov,1
Olivier_Thomann,markus_keller,24
Olivier_Thomann,maxime_daniel,69
Olivier_Thomann,me,1
Olivier_Thomann,mike,1
Olivier_Thomann,mwhitlock,1
Olivier_Thomann,oliver,1
Olivier_Thomann,pwebster,5
Olivier_Thomann,roger,1
Olivier_Thomann,stephan,7
Olivier_Thomann,thanson,1
Olivier_Thomann,thomas,1
Olivier_Thomann,tjwatson,4
Olivier_Thomann,webmaster,1
Olivier_Thomann,wharley,6
Olivier_Thomann,ymnk,2
Olivier_Thomann,zx,2
Sebastian.Zarnekow,aaaa,32
Sebastian.Zarnekow,benjamin.schwertfeger,1
Sebastian.Zarnekow,chanskw,1
Sebastian.Zarnekow,dennis.huebner,3
Sebastian.Zarnekow,dzonekl,1
Sebastian.Zarnekow,ed,1
Sebastian.Zarnekow,henrik.lindberg,2
Sebastian.Zarnekow,jan.koehnlein,3
Sebastian.Zarnekow,joerg.reichert,1
Sebastian.Zarnekow,kai,1
Sebastian.Zarnekow,karsten.thoms,6
Sebastian.Zarnekow,mail,1
Sebastian.Zarnekow,matthias.wienand,1
Sebastian.Zarnekow,milesparker,1
Sebastian.Zarnekow,moritz.eysholdt,3
Sebastian.Zarnekow,peter.friese,1
Sebastian.Zarnekow,sven.efftinge,3
Silenio_Quarti,Boris_Bokowski,1
Silenio_Quarti,Darin_Wright,1
Silenio_Quarti,Kevin_McGuire,1
Silenio_Quarti,Michael_Valenta,2
Silenio_Quarti,Mike_Wilson,18
Silenio_Quarti,Olivier_Thomann,1
Silenio_Quarti,Silenio_Quarti,41
Silenio_Quarti,Steve_Northover,7
Silenio_Quarti,aaaa,569
Silenio_Quarti,akurtako,1
Silenio_Quarti,alex,1
Silenio_Quarti,andrew.clement,1
Silenio_Quarti,aniefer,6
Silenio_Quarti,antoine,1
Silenio_Quarti,arunkumar.thondapu,3
Silenio_Quarti,bhunt,4
Silenio_Quarti,boris,4
Silenio_Quarti,daniel_megert,1
Silenio_Quarti,david.green,1
Silenio_Quarti,dgreen99,1
Silenio_Quarti,eclipse,2
Silenio_Quarti,fyaoxy,1
Silenio_Quarti,hargrave,1
Silenio_Quarti,ian,1
Silenio_Quarti,ken_walker,1
Silenio_Quarti,markus_keller,3
Silenio_Quarti,pwebster,1
Silenio_Quarti,schtoo,1
Silenio_Quarti,tom.schindl,1
Stefan.Liebig,aaaa,3
Stefan.Liebig,christian.campo,3
Stefan.Liebig,elias,1
Stefan.Liebig,mail,1
Stephane.Drapeau,aaaa,9
Stephane.Drapeau,vincent.zurczak,3
Szymon.Brandys,Boris_Bokowski,14
Szymon.Brandys,Kevin_McGuire,2
Szymon.Brandys,Michael_Rennie,1
Szymon.Brandys,Michael_Valenta,7
Szymon.Brandys,Mike_Wilson,20
Szymon.Brandys,Olivier_Thomann,2
Szymon.Brandys,Stefan.Liebig,1
Szymon.Brandys,aaaa,580
Szymon.Brandys,alexander.gurov,1
Szymon.Brandys,aniefer,5
Szymon.Brandys,anthonyh,1
Szymon.Brandys,antoine,1
Szymon.Brandys,caniszczyk,7
Szymon.Brandys,christian.halstrick,1
Szymon.Brandys,daniel_megert,11
Szymon.Brandys,francisu,2
Szymon.Brandys,hmalphettes,1
Szymon.Brandys,igor.burilo,1
Szymon.Brandys,jamesblackburn,1
Szymon.Brandys,jeff,1
Szymon.Brandys,ken_walker,1
Szymon.Brandys,markus_keller,5
Szymon.Brandys,matthias.sohn,2
Szymon.Brandys,pwebster,7
Szymon.Brandys,recoskie,2
Szymon.Brandys,serge,53
Szymon.Brandys,spearce,1
Szymon.Brandys,stepper,1
Szymon.Brandys,szymon.ptaszkiewicz,18
Szymon.Brandys,thomas,1
Vikas.Chandra,aaaa,6
Vikas.Chandra,dzonekl,1
Vikas.Chandra,markus_keller,2
aaaa,Achim.Loerke,1
aaaa,Boris_Bokowski,525
aaaa,Curtis_Windatt,6
aaaa,Darin_Swanson,532
aaaa,Darin_Wright,1328
aaaa,Frank,19
aaaa,Heiko.Behrens,1
aaaa,John_Arthorne,228
aaaa,Kenn.Hussey,21
aaaa,Kevin_McGuire,213
aaaa,Markus.Tiede,13
aaaa,Michael.Scharf,55
aaaa,Michael_Rennie,201
aaaa,Michael_Valenta,322
aaaa,Mike_Wilson,524
aaaa,Olivier_Thomann,932
aaaa,Sebastian.Zarnekow,2
aaaa,Silenio_Quarti,914
aaaa,Sonia_Dimitrov,27
aaaa,Stefan.Liebig,6
aaaa,Steve_Northover,76
aaaa,Szymon.Brandys,199
aaaa,Vikas.Chandra,2
aaaa,a.demelt,30
aaaa,aboyko,12
aaaa,adam,2
aaaa,adrian,1
aaaa,adrian.mos,1
aaaa,akurtako,1
aaaa,akurtakov,7
aaaa,alex,11
aaaa,alex.blewitt,10
aaaa,alexander,2
aaaa,alexander.gurov,14
aaaa,alvsan09,10
aaaa,amuino,1
aaaa,anders,6
aaaa,andreas.mihm,3
aaaa,andrei.ilitchev,20
aaaa,andrei.shakirin,2
aaaa,andrew,221
aaaa,andrew.clement,43
aaaa,andrew_johnson,1
aaaa,andrey,5
aaaa,aniefer,539
aaaa,anithra,1
aaaa,anne.jacko,16
aaaa,anthonyh,116
aaaa,antoine,4
aaaa,arunkumar.thondapu,19
aaaa,arvera,84
aaaa,balask,1
aaaa,bbrodt,2
aaaa,benjamin,1
aaaa,benjamin.muskalla,8
aaaa,benoit.langlois,2
aaaa,bfitzpat,3
aaaa,bhunt,26
aaaa,bjiang,176
aaaa,bmacisaa,10
aaaa,bob,20
aaaa,bokowski,33
aaaa,boris,29
aaaa,bork,1
aaaa,bpayton,48
aaaa,brad,1
aaaa,brian.fitzpatrick,15
aaaa,brian.vosburgh,45
aaaa,briandealwis,1
aaaa,bsd,8
aaaa,c.knobloch,11
aaaa,cameron.bateman,39
aaaa,camille.letavernier,11
aaaa,caniszczyk,20
aaaa,carm,1
aaaa,carsten.pfeiffer,9
aaaa,cbridgha,245
aaaa,ccc,208
aaaa,cdamus,120
aaaa,cdtdoug,23
aaaa,cedric.brun,2
aaaa,chanskw,47
aaaa,chris,7
aaaa,christian.campo,6
aaaa,christian.dietrich,1
aaaa,christian.georgi,2
aaaa,christian.halstrick,21
aaaa,christian.pontesegger,2
aaaa,christopher.delahunt,10
aaaa,clayberg,3
aaaa,contact,16
aaaa,d_a_carver,38
aaaa,dalexiev,3
aaaa,daniel.megert,67
aaaa,daniel.stucky,4
aaaa,daniel_megert,642
aaaa,danijoh2,11
aaaa,darin.eclipse,1
aaaa,dave,2
aaaa,david.green,3
aaaa,david.minsky,5
aaaa,david.sciamma,88
aaaa,david_williams,326
aaaa,davidmichaelkarr,1
aaaa,dcarlson,1
aaaa,dejan,694
aaaa,denis.roy,23
aaaa,dennis.huebner,2
aaaa,dev,16
aaaa,dgreen99,27
aaaa,dieter,2
aaaa,dietisheim,46
aaaa,digulla,10
aaaa,djo,27
aaaa,donald.smith,2
aaaa,douglas.clarke,12
aaaa,dschaefe,84
aaaa,dschaefer,42
aaaa,dsp,24
aaaa,dwootton,24
aaaa,dzonekl,1
aaaa,ebaron,1
aaaa,eclipse,278
aaaa,eclipse.sprigogin,29
aaaa,ed,19
aaaa,edsonrichter,3
aaaa,ekke,3
aaaa,elaskavaia.cdt,14
aaaa,elena.nayashkova,10
aaaa,elharo,2
aaaa,elias,6
aaaa,email,1
aaaa,emil.crumhorn,1
aaaa,emo,20
aaaa,emoffatt,183
aaaa,erdal.karaca.de,1
aaaa,erdillon,5
aaaa,eric.gwin,45
aaaa,ericc,5
aaaa,eugene.tarassov,19
aaaa,eyuen,21
aaaa,fabiofz,7
aaaa,fbricon,2
aaaa,fiedler.mf,1
aaaa,florian,2
aaaa,foxm,7
aaaa,francisu,10
aaaa,frederic.jouault,11
aaaa,fyaoxy,1
aaaa,g.watson,25
aaaa,gabipetrovay,1
aaaa,gercan,115
aaaa,give.a.damus,2
aaaa,glongman,4
aaaa,gnormington,9
aaaa,golubev,2
aaaa,goulwen.lefur,1
aaaa,greg,2
aaaa,gregory.amerson,1
aaaa,gregw,31
aaaa,gunnar,29
aaaa,guy.g,29
aaaa,guy.pelletier,14
aaaa,hal,2
aaaa,hargrave,5
aaaa,henrik.lindberg,10
aaaa,hheitkoetter,1
aaaa,hmalphettes,11
aaaa,hoffmann,1
aaaa,holger.oehm,1
aaaa,hrr,4
aaaa,hskolwal,19
aaaa,hstaudacher,3
aaaa,hugo.bruneliere,10
aaaa,ian,15
aaaa,ian.skerrett,17
aaaa,ian.trimble,8
aaaa,idydieng,5
aaaa,ifedorenko,3
aaaa,igor,11
aaaa,igor.burilo,8
aaaa,info,39
aaaa,irbull,64
aaaa,ivan,6
aaaa,jackfong,4
aaaa,james,3
aaaa,jan,1
aaaa,jan.koehnlein,3
aaaa,jan.sievers,5
aaaa,janb,6
aaaa,janet.campbell,12
aaaa,jarthana,82
aaaa,jason,3
aaaa,javabrett,1
aaaa,jbruck,100
aaaa,jdearden,3
aaaa,jeff,190
aaaa,jeffdouglas,1
aaaa,jeremy.lindop,2
aaaa,jesper,9
aaaa,jesse,1
aaaa,jesse.mcconnell,12
aaaa,jgarms,14
aaaa,jgraham,1
aaaa,jim.wright,9
aaaa,jjohnstn,10
aaaa,jkrause,2
aaaa,jo.hiller,5
aaaa,joakim,1
aaaa,joerg,2
aaaa,joerg.reichert,1
aaaa,john,6
aaaa,jonathan.musset,2
aaaa,jruehlin,55
aaaa,jspadea,18
aaaa,juergen.markus.haug,1
aaaa,julien,2
aaaa,justin,19
aaaa,jwoo,2
aaaa,k.schmidt,1
aaaa,kaloyan.raev,40
aaaa,karl.matthias,39
aaaa,karsten.thoms,6
aaaa,kchong,181
aaaa,keithc,13
aaaa,ken,1
aaaa,ken_walker,5
aaaa,kenn.hussey,25
aaaa,khussey,23
aaaa,kitlo,143
aaaa,kleung,2
aaaa,konstantin.komissarchik,30
aaaa,kristian.duske,4
aaaa,krum.tsvetkov,7
aaaa,ksebasti,1
aaaa,kutter,2
aaaa,l.kirchev,4
aaaa,lars.sonchocky-helldorf,4
aaaa,lasher,1
aaaa,laurent.goubet,6
aaaa,leberre,12
aaaa,ledunnel,46
aaaa,linuxhippy,2
aaaa,lippert,6
aaaa,lj,11
aaaa,loskutov,5
aaaa,lothar,4
aaaa,loulloudes.n,50
aaaa,lzhu,493
aaaa,mail,16
aaaa,malaperle,4
aaaa,marc.khouzam,90
aaaa,marcel.bruch,1
aaaa,marcus,1
aaaa,mariot.chauvin,5
aaaa,markus.sabadello,1
aaaa,markus_keller,857
aaaa,mary,1
aaaa,matthew,4
aaaa,matthias.sohn,27
aaaa,mauromol,8
aaaa,max.andersen,13
aaaa,maxime_daniel,95
aaaa,maximilian,1
aaaa,mbehm,1
aaaa,me,1
aaaa,merks,622
aaaa,mheitz,18
aaaa,michael,180
aaaa,michael.keith,3
aaaa,michael.ochmann,1
aaaa,mik,2
aaaa,mikael.petterson,1
aaaa,mike,6
aaaa,mike.milinkovich,11
aaaa,mikhailkhod,3
aaaa,miles.daffin,4
aaaa,milesg78,1
aaaa,milesparker,15
aaaa,misc,1
aaaa,mistria,1
aaaa,mknauer,31
aaaa,moritz.eysholdt,2
aaaa,mpiggott,16
aaaa,mqualizza,19
aaaa,mtaal,9
aaaa,mvaawl,1
aaaa,naci.dai,58
aaaa,nathan,2
aaaa,navid.mehregani,13
aaaa,nbros,502
aaaa,neil.hauge,164
aaaa,news,3
aaaa,nickboldt,7
aaaa,nitind,143
aaaa,njbartlett,3
aaaa,nyoescape,5
aaaa,oisin.hurley,5
aaaa,olibralo,1
aaaa,oliver,2
aaaa,onno.van.der.straaten,11
aaaa,overholt,38
aaaa,p_r_moreira,1
aaaa,paolo.ditommaso,1
aaaa,pascal,41
aaaa,patrick,1
aaaa,paul,10
aaaa,paul.fullbright,29
aaaa,pawel.piech,722
aaaa,pbenedict,1
aaaa,pclenahan,10
aaaa,pelder,88
aaaa,peter,8
aaaa,peter.friese,13
aaaa,petya.sabeva,5
aaaa,phuff,3
aaaa,pierre-charles.david,1
aaaa,pierre.gaufillet,1
aaaa,piotr,1
aaaa,pmuldoon,8
aaaa,pnehrer,5
aaaa,pwebster,308
aaaa,rafsarifard,1
aaaa,raghunathan.srinivasan,46
aaaa,raphael.faudou,11
aaaa,rcernich,13
aaaa,rcraddoc,5
aaaa,reckord,1
aaaa,recoskie,37
aaaa,rellermeyer,14
aaaa,remy.suen,21
aaaa,rgrunber,2
aaaa,richard,1
aaaa,richard.gronback,23
aaaa,rkrell,1
aaaa,robert,1
aaaa,robert.elves,114
aaaa,robert.munteanu,4
aaaa,robert_gallagher,2
aaaa,roger,1
aaaa,rsanchez,8
aaaa,rsternberg,3
aaaa,ruediger.herrmann,2
aaaa,ryan.d.brooks,2
aaaa,sablin.andrey,1
aaaa,sam.davis,4
aaaa,sandipchitale,1
aaaa,sarika.sinha,61
aaaa,sasa.zivkov,2
aaaa,schtoo,5
aaaa,scott,20
aaaa,sean.neeley,1
aaaa,sebastien.moran,1
aaaa,sedlund,13
aaaa,selic,3
aaaa,serge,9
aaaa,sharon.corbett,12
aaaa,shawn.minto,62
aaaa,sholars,13
aaaa,slewis,41
aaaa,slyakhov,26
aaaa,spearce,2
aaaa,spriet,1
aaaa,sravankumarl,1
aaaa,st.oehme,1
aaaa,steeg,2
aaaa,stefan.dimov,9
aaaa,steffen.pingel,318
aaaa,stephan,21
aaaa,stephan.herrmann,1
aaaa,stephaneberle9,6
aaaa,stepper,115
aaaa,stevemash,2
aaaa,stjerman,9
aaaa,support,10
aaaa,sven,2
aaaa,sven.efftinge,4
aaaa,sxenos,384
aaaa,szymon.ptaszkiewicz,4
aaaa,tcarroll,1
aaaa,tdesous,3
aaaa,tdramsey,22
aaaa,tfmorris,1
aaaa,thanson,11
aaaa,thomas,44
aaaa,tibbitts,1
aaaa,tjwatson,225
aaaa,tmenzel,2
aaaa,tom.schindl,39
aaaa,tomasz.zarna,1
aaaa,torkildr,3
aaaa,tristan.faure,12
aaaa,ttakamiy,2
aaaa,twagner,9
aaaa,tww,5
aaaa,vano,3
aaaa,vincent.hemery,5
aaaa,vincent.lorenzo,41
aaaa,vineet,3
aaaa,vladislav.iliev,1
aaaa,vrubezhny,1
aaaa,wayne,29
aaaa,webmaster,131
aaaa,wharley,9
aaaa,whe,237
aaaa,william.piers,1
aaaa,wim.jongman,9
aaaa,winston.prakash,1
aaaa,wli,661
aaaa,wspear,1
aaaa,wyan,812
aaaa,xavier.raynaud,1
aaaa,xgu,2185
aaaa,yjiang,113
aaaa,ymnk,21
aaaa,zakhav,1
aaaa,zeratul976,3
aaaa,zqian,520
aaaa,zx,194
aboyko,aaaa,20
aboyko,anthonyh,19
aboyko,jbruck,3
aboyko,merks,3
aclement,aaaa,161
aclement,aclement,1
aclement,andrew,29
aclement,andrew.clement,584
aclement,dave,2
aclement,jesse,1
aclement,lippert,1
aclement,matthew,1
aclement,yoav_,1
adolfosbh,aaaa,11
adolfosbh,adolfosbh,98
adolfosbh,david_williams,1
adolfosbh,eclipse,4
adolfosbh,ed,6
adolfosbh,laurent.goubet,3
adolfosbh,nickboldt,1
adrian.mos,aaaa,1
adrian.mos,adrian.mos,2
adrian.mos,andrea.zoppello,1
akurtakov,aaaa,2
akurtakov,cabernal,1
akurtakov,ebaron,1
akurtakov,jjohnstn,3
akurtakov,rgrunber,4
alex,aaaa,2
alex.blewitt,aaaa,99
alex.blewitt,irbull,1
alex.blewitt,njbartlett,1
alex.blewitt,spearce,2
alex.blewitt,zx,1
alex.panchenko,aaaa,7
alex.panchenko,alex,167
alexander,aaaa,4
alexander.gurov,aaaa,91
alexander.gurov,alexander.gurov,13
alexander.gurov,davidmichaelkarr,1
alexander.gurov,eclipse,3
alexander.gurov,ed,1
alexander.gurov,overholt,1
alexander.gurov,steffen.pingel,1
alexander.igdalov,Kenn.Hussey,2
alexander.igdalov,aaaa,97
alexander.igdalov,adolfosbh,1
alexander.igdalov,cdamus,2
alexander.igdalov,irbull,1
alexander.igdalov,nickboldt,1
alexander.igdalov,richard.gronback,1
alvsan09,aaaa,14
alvsan09,kilian.matt,1
alvsan09,lmcbout,28
alvsan09,sebastien.dubois,26
alvsan09,steffen.pingel,5
amuino,aaaa,3
anders,aaaa,1
andrei.ilitchev,aaaa,27
andrew,aaaa,1
andrey,aaaa,60
andrey,alex,1
angelo.bernabei,aaaa,1
aniefer,Curtis_Windatt,1
aniefer,Darin_Wright,4
aniefer,Michael_Rennie,2
aniefer,Michael_Valenta,1
aniefer,Mike_Wilson,7
aniefer,Olivier_Thomann,5
aniefer,Silenio_Quarti,7
aniefer,aaaa,415
aniefer,andrew,1
aniefer,aniefer,1
aniefer,anthonyh,1
aniefer,bhunt,1
aniefer,daniel_megert,3
aniefer,david_williams,3
aniefer,dschaefe,16
aniefer,dschaefer,1
aniefer,eclipse,1
aniefer,emoffatt,1
aniefer,eric.gwin,1
aniefer,irbull,3
aniefer,jeff,1
aniefer,justin,1
aniefer,keithc,2
aniefer,kpqb38,1
aniefer,lothar,1
aniefer,markus_keller,1
aniefer,overholt,2
aniefer,pascal,1
aniefer,peter,1
aniefer,pwebster,8
aniefer,steffen.pingel,1
aniefer,stephan,1
aniefer,thomas,3
aniefer,tjwatson,7
aniefer,tom.schindl,1
aniefer,zx,1
anithra,overholt,2
anne.jacko,Mike_Wilson,1
anne.jacko,aaaa,6
anne.jacko,emo,2
anne.jacko,erdillon,1
anne.jacko,irbull,1
anne.jacko,janet.campbell,2
anne.jacko,karl.matthias,3
anne.jacko,ricco.deutscher,1
anne.jacko,ryan.d.brooks,1
anne.jacko,sharon.corbett,5
anne.jacko,wayne,5
anthonyh,Boris_Bokowski,1
anthonyh,aaaa,469
anthonyh,aboyko,86
anthonyh,adolfosbh,1
anthonyh,aniefer,1
anthonyh,anne.jacko,1
anthonyh,aurelien.pupier,1
anthonyh,cdamus,6
anthonyh,david_williams,3
anthonyh,dgreen99,1
anthonyh,ed,1
anthonyh,emo,1
anthonyh,emoffatt,1
anthonyh,irbull,11
anthonyh,jbruck,33
anthonyh,keithc,1
anthonyh,kitlo,1
anthonyh,laurent.goubet,1
anthonyh,mariot.chauvin,15
anthonyh,merks,1
anthonyh,mickael.istria,1
anthonyh,nickboldt,3
anthonyh,richard.gronback,16
anthonyh,steeg,1
anthonyh,tikhomirov.artem,4
anthonyh,webmaster,4
anthonyh,zx,1
antoine,aaaa,33
antoine,anthonyh,1
antoine,cedric.brun,2
antoine,denis.roy,3
antoine,elena.nayashkova,1
antoine,hmalphettes,10
antoine,lautenbacher,1
antoine,merks,1
antoine,oisin.hurley,1
antoine,pascal,2
antoine,richard.gronback,1
antoine,sharon.corbett,1
antoine,webmaster,3
arunkumar.thondapu,aaaa,11
arunkumar.thondapu,akurtakov,2
arunkumar.thondapu,sravankumarl,4
arvera,Darin_Wright,1
arvera,aaaa,132
arvera,cbridgha,1
arvera,ccc,10
arvera,david_williams,11
arvera,dgreen99,1
arvera,eyuen,41
arvera,gercan,4
arvera,kaloyan.raev,1
arvera,mauromol,1
arvera,pascal,1
aurelien.pupier,aaaa,2
aurelien.pupier,aurelien.pupier,7
balask,aaaa,4
bbrodt,aaaa,6
benjamin,Boris_Bokowski,2
benjamin,aaaa,675
benjamin,cedric.brun,1
benjamin,daniel_megert,1
benjamin,david.sciamma,5
benjamin,denis.roy,1
benjamin,eclipse,1
benjamin,emil.crumhorn,1
benjamin,francisu,1
benjamin,info,1
benjamin,markus_keller,1
benjamin,njbartlett,1
benjamin,pierre.gaufillet,3
benjamin,pwebster,1
benjamin,sbernard,1
benjamin,sebastien.moran,1
benjamin,wayne,2
benjamin,yves.yang,1
benjamin,zx,8
benjamin.muskalla,Kenn.Hussey,1
benjamin.muskalla,aaaa,325
benjamin.muskalla,christian.campo,1
benjamin.muskalla,david.green,9
benjamin.muskalla,elias,1
benjamin.muskalla,erdal.karaca.de,1
benjamin.muskalla,ian.skerrett,5
benjamin.muskalla,irbull,3
benjamin.muskalla,ivan,1
benjamin.muskalla,mariot.chauvin,1
benjamin.muskalla,markus_keller,4
benjamin.muskalla,matthias.sohn,3
benjamin.muskalla,milesparker,1
benjamin.muskalla,nathan,9
benjamin.muskalla,overholt,1
benjamin.muskalla,pwebster,1
benjamin.muskalla,robert.munteanu,1
benjamin.muskalla,rsternberg,3
benjamin.muskalla,steffen.pingel,2
benjamin.muskalla,tbuschto,2
benjamin.muskalla,tom.schindl,2
benjamin.muskalla,webmaster,1
benjamin.muskalla,zx,1
benoit.langlois,aaaa,7
bernd.hufmann,aaaa,19
bernd.hufmann,marc-andre.laperle,1
bernd.hufmann,matthew.khouzam,1
beth,aaaa,4
beth,g.watson,1
beth,tibbitts,83
beth,wspear,1
beyhan.veliev,aaaa,1
beyhan.veliev,beyhan,42
beyhan.veliev,mknauer,2
bfitzpat,aaaa,493
bfitzpat,bpayton,22
bfitzpat,francisu,2
