From,To,Weight
aaaa,a.demelt,0
aaaa,aboyko,0
aaaa,adam,0
aaaa,adrian,0
aaaa,adrian.mos,0
aaaa,akurtako,0
aaaa,akurtakov,0
aaaa,alex,0
aaaa,alex.blewitt,0
aaaa,alexander,0
aaaa,alexander.gurov,0
aaaa,alvsan09,0
aaaa,amuino,0
aaaa,anders,0
aaaa,andreas.mihm,0
aaaa,andrei.ilitchev,0
aaaa,andrei.shakirin,0
aaaa,andrew,0
aaaa,andrew.clement,0
aaaa,andrew_johnson,0
aaaa,andrey,0
aaaa,aniefer,0
aaaa,anithra,0
aaaa,anne.jacko,0
aaaa,anthonyh,0
aaaa,antoine,0
aaaa,arunkumar.thondapu,0
aaaa,arvera,0
aaaa,balask,0
aaaa,bbrodt,0
aaaa,benjamin,0
aaaa,benjamin.muskalla,0
aaaa,benoit.langlois,0
aaaa,bfitzpat,0
aaaa,bhunt,0
aaaa,bjiang,0
aaaa,bmacisaa,0
aaaa,bob,0
aaaa,bokowski,0
aaaa,boris,0
aaaa,bork,0
aaaa,bpayton,0
aaaa,brad,0
aaaa,brian.fitzpatrick,0
aaaa,brian.vosburgh,0
aaaa,briandealwis,0
aaaa,bsd,0
aaaa,c.knobloch,0
aaaa,cameron.bateman,0
aaaa,camille.letavernier,0
aaaa,caniszczyk,0
aaaa,carm,0
aaaa,carsten.pfeiffer,0
aaaa,cbridgha,0
aaaa,ccc,0
aaaa,cdamus,0
aaaa,cdtdoug,0
aaaa,cedric.brun,0
aaaa,chanskw,0
aaaa,chris,0
aaaa,christian.campo,0
aaaa,christian.dietrich,0
aaaa,christian.georgi,0
aaaa,christian.halstrick,0
aaaa,christian.pontesegger,0
aaaa,christopher.delahunt,0
aaaa,clayberg,0
aaaa,contact,0
aaaa,d_a_carver,0
aaaa,dalexiev,0
aaaa,daniel.megert,0
aaaa,daniel.stucky,0
aaaa,daniel_megert,0
aaaa,danijoh2,0
aaaa,darin.eclipse,0
aaaa,dave,0
aaaa,david.green,0
aaaa,david.minsky,0
aaaa,david.sciamma,0
aaaa,david_williams,0
aaaa,davidmichaelkarr,0
aaaa,dcarlson,0
aaaa,dejan,0
aaaa,denis.roy,0
aaaa,dennis.huebner,0
aaaa,dev,0
aaaa,dgreen99,0
aaaa,dieter,0
aaaa,dietisheim,0
aaaa,digulla,0
aaaa,djo,0
aaaa,donald.smith,0
aaaa,douglas.clarke,0
aaaa,dschaefe,0
aaaa,dschaefer,0
aaaa,dsp,0
aaaa,dwootton,0
aaaa,dzonekl,0
aaaa,ebaron,0
aaaa,eclipse,0
aaaa,eclipse.sprigogin,0
aaaa,ed,0
aaaa,edsonrichter,0
aaaa,ekke,0
aaaa,elaskavaia.cdt,0
aaaa,elena.nayashkova,0
aaaa,elharo,0
aaaa,elias,0
aaaa,email,0
aaaa,emil.crumhorn,0
aaaa,emo,0
aaaa,emoffatt,0
aaaa,erdal.karaca.de,0
aaaa,erdillon,0
aaaa,eric.gwin,0
aaaa,ericc,0
aaaa,eugene.tarassov,0
aaaa,eyuen,0
aaaa,fabiofz,0
aaaa,fbricon,0
aaaa,fiedler.mf,0
aaaa,florian,0
aaaa,foxm,0
aaaa,francisu,0
aaaa,frederic.jouault,0
aaaa,fyaoxy,0
aaaa,g.watson,0
aaaa,gabipetrovay,0
aaaa,gercan,0
aaaa,give.a.damus,0
aaaa,glongman,0
aaaa,gnormington,0
aaaa,golubev,0
aaaa,goulwen.lefur,0
aaaa,greg,0
aaaa,gregory.amerson,0
aaaa,gregw,0
aaaa,gunnar,0
aaaa,guy.g,0
aaaa,guy.pelletier,0
aaaa,hal,0
aaaa,hargrave,0
aaaa,henrik.lindberg,0
aaaa,hheitkoetter,0
aaaa,hmalphettes,0
aaaa,hoffmann,0
aaaa,holger.oehm,0
aaaa,hrr,0
aaaa,hskolwal,0
aaaa,hstaudacher,0
aaaa,hugo.bruneliere,0
aaaa,ian,0
aaaa,ian.skerrett,0
aaaa,ian.trimble,0
aaaa,idydieng,0
aaaa,ifedorenko,0
aaaa,igor,0
aaaa,igor.burilo,0
aaaa,info,0
aaaa,irbull,0
aaaa,ivan,0
aaaa,jackfong,0
aaaa,james,0
aaaa,jan,0
aaaa,jan.koehnlein,0
aaaa,jan.sievers,0
aaaa,janb,0
aaaa,janet.campbell,0
aaaa,jarthana,0
aaaa,jason,0
aaaa,javabrett,0
aaaa,jbruck,0
aaaa,jdearden,0
aaaa,jeff,0
aaaa,jeffdouglas,0
aaaa,jeremy.lindop,0
aaaa,jesper,0
aaaa,jesse,0
aaaa,jesse.mcconnell,0
aaaa,jgarms,0
aaaa,jgraham,0
aaaa,jim.wright,0
aaaa,jjohnstn,0
aaaa,jkrause,0
aaaa,jo.hiller,0
aaaa,joakim,0
aaaa,joerg,0
aaaa,joerg.reichert,0
aaaa,john,0
aaaa,jonathan.musset,0
aaaa,jruehlin,0
aaaa,jspadea,0
aaaa,juergen.markus.haug,0
aaaa,julien,0
aaaa,justin,0
aaaa,jwoo,0
aaaa,k.schmidt,0
aaaa,kaloyan.raev,0
aaaa,karl.matthias,0
aaaa,karsten.thoms,0
aaaa,kchong,0
aaaa,keithc,0
aaaa,ken,0
aaaa,ken_walker,0
aaaa,kenn.hussey,0
aaaa,khussey,0
aaaa,kitlo,0
aaaa,kleung,0
aaaa,konstantin.komissarchik,0
aaaa,kristian.duske,0
aaaa,krum.tsvetkov,0
aaaa,ksebasti,0
aaaa,kutter,0
aaaa,l.kirchev,0
aaaa,lars.sonchocky-helldorf,0
aaaa,lasher,0
aaaa,laurent.goubet,0
aaaa,leberre,0
aaaa,ledunnel,0
aaaa,linuxhippy,0
aaaa,lippert,0
aaaa,lj,0
aaaa,loskutov,0
aaaa,lothar,0
aaaa,loulloudes.n,0
aaaa,lzhu,0
aaaa,mail,0
aaaa,malaperle,0
aaaa,marc.khouzam,0
aaaa,marcel.bruch,0
aaaa,marcus,0
aaaa,mariot.chauvin,0
aaaa,markus.sabadello,0
aaaa,markus_keller,0
aaaa,mary,0
aaaa,matthew,0
aaaa,matthias.sohn,0
aaaa,mauromol,0
aaaa,max.andersen,0
aaaa,maxime_daniel,0
aaaa,maximilian,0
aaaa,mbehm,0
aaaa,me,0
aaaa,merks,0
aaaa,mheitz,0
aaaa,michael,0
aaaa,michael.keith,0
aaaa,michael.ochmann,0
aaaa,mik,0
aaaa,mikael.petterson,0
aaaa,mike,0
aaaa,mike.milinkovich,0
aaaa,mikhailkhod,0
aaaa,miles.daffin,0
aaaa,milesg78,0
aaaa,milesparker,0
aaaa,misc,0
aaaa,mistria,0
aaaa,mknauer,0
aaaa,moritz.eysholdt,0
aaaa,mpiggott,0
aaaa,mqualizza,0
aaaa,mtaal,0
aaaa,mvaawl,0
aaaa,naci.dai,0
aaaa,nathan,0
aaaa,navid.mehregani,0
aaaa,nbros,0
aaaa,neil.hauge,0
aaaa,news,0
aaaa,nickboldt,0
aaaa,nitind,0
aaaa,njbartlett,0
aaaa,nyoescape,0
aaaa,oisin.hurley,0
aaaa,olibralo,0
aaaa,oliver,0
aaaa,onno.van.der.straaten,0
aaaa,overholt,0
aaaa,p_r_moreira,0
aaaa,paolo.ditommaso,0
aaaa,pascal,0
aaaa,patrick,0
aaaa,paul,0
aaaa,paul.fullbright,0
aaaa,pawel.piech,0
aaaa,pbenedict,0
aaaa,pclenahan,0
aaaa,pelder,0
aaaa,peter,0
aaaa,peter.friese,0
aaaa,petya.sabeva,0
aaaa,phuff,0
aaaa,pierre-charles.david,0
aaaa,pierre.gaufillet,0
aaaa,piotr,0
aaaa,pmuldoon,0
aaaa,pnehrer,0
aaaa,pwebster,0
aaaa,rafsarifard,0
aaaa,raghunathan.srinivasan,0
aaaa,raphael.faudou,0
aaaa,rcernich,0
aaaa,rcraddoc,0
aaaa,reckord,0
aaaa,recoskie,0
aaaa,rellermeyer,0
aaaa,remy.suen,0
aaaa,rgrunber,0
aaaa,richard,0
aaaa,richard.gronback,0
aaaa,rkrell,0
aaaa,robert,0
aaaa,robert.elves,0
aaaa,robert.munteanu,0
aaaa,robert_gallagher,0
aaaa,roger,0
aaaa,rsanchez,0
aaaa,rsternberg,0
aaaa,ruediger.herrmann,0
aaaa,ryan.d.brooks,0
aaaa,sablin.andrey,0
aaaa,sam.davis,0
aaaa,sandipchitale,0
aaaa,sarika.sinha,0
aaaa,sasa.zivkov,0
aaaa,schtoo,0
aaaa,scott,0
aaaa,sean.neeley,0
aaaa,sebastien.moran,0
aaaa,sedlund,0
aaaa,selic,0
aaaa,serge,0
aaaa,sharon.corbett,0
aaaa,shawn.minto,0
aaaa,sholars,0
aaaa,slewis,0
aaaa,slyakhov,0
aaaa,spearce,0
aaaa,spriet,0
aaaa,sravankumarl,0
aaaa,st.oehme,0
aaaa,steeg,0
aaaa,stefan.dimov,0
aaaa,steffen.pingel,0
aaaa,stephan,0
aaaa,stephan.herrmann,0
aaaa,stephaneberle9,0
aaaa,stepper,0
aaaa,stevemash,0
aaaa,stjerman,0
aaaa,support,0
aaaa,sven,0
aaaa,sven.efftinge,0
aaaa,sxenos,0
aaaa,szymon.ptaszkiewicz,0
aaaa,tcarroll,0
aaaa,tdesous,0
aaaa,tdramsey,0
aaaa,tfmorris,0
aaaa,thanson,0
aaaa,thomas,0
aaaa,tibbitts,0
aaaa,tjwatson,0
aaaa,tmenzel,0
aaaa,tom.schindl,0
aaaa,tomasz.zarna,0
aaaa,torkildr,0
aaaa,tristan.faure,0
aaaa,ttakamiy,0
aaaa,twagner,0
aaaa,tww,0
aaaa,vano,0
aaaa,vincent.hemery,0
aaaa,vincent.lorenzo,0
aaaa,vineet,0
aaaa,vladislav.iliev,0
aaaa,vrubezhny,0
aaaa,wayne,0
aaaa,webmaster,0
aaaa,wharley,0
aaaa,whe,0
aaaa,william.piers,0
aaaa,wim.jongman,0
aaaa,winston.prakash,0
aaaa,wli,0
aaaa,wspear,0
aaaa,wyan,0
aaaa,xavier.raynaud,0
aaaa,xgu,0
aaaa,yjiang,0
aaaa,ymnk,0
aaaa,zakhav,0
aaaa,zeratul976,0
aaaa,zqian,0
aaaa,zx,0
aboyko,aaaa,0
aboyko,anthonyh,19
aboyko,jbruck,3
aboyko,merks,3
aclement,aaaa,0
aclement,aclement,1
aclement,andrew,29
aclement,andrew.clement,584
aclement,dave,2
aclement,jesse,1
aclement,lippert,1
aclement,matthew,1
aclement,yoav_,1
adolfosbh,aaaa,0
adolfosbh,adolfosbh,98
adolfosbh,david_williams,1
adolfosbh,eclipse,4
adolfosbh,ed,6
adolfosbh,laurent.goubet,3
adolfosbh,nickboldt,1
adrian.mos,aaaa,0
adrian.mos,adrian.mos,2
adrian.mos,andrea.zoppello,1
akurtakov,aaaa,0
akurtakov,cabernal,1
akurtakov,ebaron,1
akurtakov,jjohnstn,3
akurtakov,rgrunber,4
alex,aaaa,0
alex.blewitt,aaaa,0
alex.blewitt,irbull,1
alex.blewitt,njbartlett,1
alex.blewitt,spearce,2
alex.blewitt,zx,1
alex.panchenko,aaaa,0
alex.panchenko,alex,167
alexander,aaaa,0
alexander.gurov,aaaa,0
alexander.gurov,alexander.gurov,13
alexander.gurov,davidmichaelkarr,1
alexander.gurov,eclipse,3
alexander.gurov,ed,1
alexander.gurov,overholt,1
alexander.gurov,steffen.pingel,1
alexander.igdalov,Kenn.Hussey,2
alexander.igdalov,aaaa,0
alexander.igdalov,adolfosbh,1
alexander.igdalov,cdamus,2
alexander.igdalov,irbull,1
alexander.igdalov,nickboldt,1
alexander.igdalov,richard.gronback,1
alvsan09,aaaa,0
alvsan09,kilian.matt,1
alvsan09,lmcbout,28
alvsan09,sebastien.dubois,26
alvsan09,steffen.pingel,5
amuino,aaaa,0
anders,aaaa,0
andrei.ilitchev,aaaa,0
andrew,aaaa,0
andrey,aaaa,0
andrey,alex,1
angelo.bernabei,aaaa,0
aniefer,Curtis_Windatt,1
aniefer,Darin_Wright,4
aniefer,Michael_Rennie,2
aniefer,Michael_Valenta,1
aniefer,Mike_Wilson,7
aniefer,Olivier_Thomann,5
aniefer,Silenio_Quarti,7
aniefer,aaaa,0
aniefer,andrew,1
aniefer,aniefer,1
aniefer,anthonyh,1
aniefer,bhunt,1
aniefer,daniel_megert,3
aniefer,david_williams,3
aniefer,dschaefe,16
aniefer,dschaefer,1
aniefer,eclipse,1
aniefer,emoffatt,1
aniefer,eric.gwin,1
aniefer,irbull,3
aniefer,jeff,1
aniefer,justin,1
aniefer,keithc,2
aniefer,kpqb38,1
aniefer,lothar,1
aniefer,markus_keller,1
aniefer,overholt,2
aniefer,pascal,1
aniefer,peter,1
aniefer,pwebster,8
aniefer,steffen.pingel,1
aniefer,stephan,1
aniefer,thomas,3
aniefer,tjwatson,7
aniefer,tom.schindl,1
aniefer,zx,1
anithra,overholt,2
anne.jacko,Mike_Wilson,1
anne.jacko,aaaa,0
anne.jacko,emo,2
anne.jacko,erdillon,1
anne.jacko,irbull,1
anne.jacko,janet.campbell,2
anne.jacko,karl.matthias,3
anne.jacko,ricco.deutscher,1
anne.jacko,ryan.d.brooks,1
anne.jacko,sharon.corbett,5
anne.jacko,wayne,5
anthonyh,Boris_Bokowski,1
anthonyh,aaaa,0
anthonyh,aboyko,86
anthonyh,adolfosbh,1
anthonyh,aniefer,1
anthonyh,anne.jacko,1
anthonyh,aurelien.pupier,1
anthonyh,cdamus,6
anthonyh,david_williams,3
anthonyh,dgreen99,1
anthonyh,ed,1
anthonyh,emo,1
anthonyh,emoffatt,1
anthonyh,irbull,11
anthonyh,jbruck,33
anthonyh,keithc,1
anthonyh,kitlo,1
anthonyh,laurent.goubet,1
anthonyh,mariot.chauvin,15
anthonyh,merks,1
anthonyh,mickael.istria,1
anthonyh,nickboldt,3
anthonyh,richard.gronback,16
anthonyh,steeg,1
anthonyh,tikhomirov.artem,4
anthonyh,webmaster,4
anthonyh,zx,1
antoine,aaaa,0
antoine,anthonyh,1
antoine,cedric.brun,2
antoine,denis.roy,3
antoine,elena.nayashkova,1
antoine,hmalphettes,10
antoine,lautenbacher,1
antoine,merks,1
antoine,oisin.hurley,1
antoine,pascal,2
antoine,richard.gronback,1
antoine,sharon.corbett,1
antoine,webmaster,3
arunkumar.thondapu,aaaa,0
arunkumar.thondapu,akurtakov,2
arunkumar.thondapu,sravankumarl,4
arvera,Darin_Wright,1
arvera,aaaa,0
arvera,cbridgha,1
arvera,ccc,10
arvera,david_williams,11
arvera,dgreen99,1
arvera,eyuen,41
arvera,gercan,4
arvera,kaloyan.raev,1
arvera,mauromol,1
arvera,pascal,1
aurelien.pupier,aaaa,0
aurelien.pupier,aurelien.pupier,7
balask,aaaa,0
bbrodt,aaaa,0
benjamin,Boris_Bokowski,2
benjamin,aaaa,0
benjamin,cedric.brun,1
benjamin,daniel_megert,1
benjamin,david.sciamma,5
benjamin,denis.roy,1
benjamin,eclipse,1
benjamin,emil.crumhorn,1
benjamin,francisu,1
benjamin,info,1
benjamin,markus_keller,1
benjamin,njbartlett,1
benjamin,pierre.gaufillet,3
benjamin,pwebster,1
benjamin,sbernard,1
benjamin,sebastien.moran,1
benjamin,wayne,2
benjamin,yves.yang,1
benjamin,zx,8
benjamin.muskalla,Kenn.Hussey,1
benjamin.muskalla,aaaa,0
benjamin.muskalla,christian.campo,1
benjamin.muskalla,david.green,9
benjamin.muskalla,elias,1
benjamin.muskalla,erdal.karaca.de,1
benjamin.muskalla,ian.skerrett,5
benjamin.muskalla,irbull,3
benjamin.muskalla,ivan,1
benjamin.muskalla,mariot.chauvin,1
benjamin.muskalla,markus_keller,4
benjamin.muskalla,matthias.sohn,3
benjamin.muskalla,milesparker,1
benjamin.muskalla,nathan,9
benjamin.muskalla,overholt,1
benjamin.muskalla,pwebster,1
benjamin.muskalla,robert.munteanu,1
benjamin.muskalla,rsternberg,3
benjamin.muskalla,steffen.pingel,2
benjamin.muskalla,tbuschto,2
benjamin.muskalla,tom.schindl,2
benjamin.muskalla,webmaster,1
benjamin.muskalla,zx,1
benoit.langlois,aaaa,0
bernd.hufmann,aaaa,0
bernd.hufmann,marc-andre.laperle,1
bernd.hufmann,matthew.khouzam,1
beth,aaaa,0
beth,g.watson,1
beth,tibbitts,83
beth,wspear,1
beyhan.veliev,aaaa,0
beyhan.veliev,beyhan,42
beyhan.veliev,mknauer,2
bfitzpat,aaaa,0
bfitzpat,bpayton,22
bfitzpat,francisu,2
bfitzpat,hskolwal,6
